Correct Answer(s),Question,Answer1,Answer2,Answer3,Answer4,Year,Ref_Page,Chapter
Ans2,25. 法定傳染病共分為幾類: (*529), 6 類 , 5 類 , 4 類 , 3 類,201109,(*529),27
Ans1,46. 下列何者非疾病監測的目的: (*527-528), 作為健保付費的依據 , 作為防疫政策制訂與評估的基礎, 偵測即時疫情 , 建立疾病自然史,201109,(*527-528),27
Ans4,27: 當門診醫生於看診時診斷病人是法定傳染病時，依法規醫院必須於規定時限內通報下列何單位 ? (*528),國家衛生研究院 ,國民健康局,中央健康保險局 ,疾病管制局,201303,(*528),27
Ans2,16. 疾病監測希望能夠達成的目的，不包括下列哪一項? (**527-8),偵測即時疫情,隔離嚴重傳染病患者,建立疾病自然史,防疫政策的制定與評估,201311,(*527-8),27
Ans1,35. 狂犬病屬於法定傳染病分類的那一類? (*529),第一類傳染病,第二類傳染病,第三類傳染病,指定傳染病,201311,(*529),27
Ans4,40. 關於疾病監測的目的何者正確？ (*527), 建立疾病自然史 , 偵測即時疫情, 制訂與評估防疫政策 , 以上皆是,201403,(*527),27
Ans1,41. 依規定醫師、醫事人員及學校人員等，如發現符合傳染病通報定義之個案時，應依規定的時限內向當地衛生局或疾病管制署通報，主要是下列哪一種系統？ (*528), 法定傳染病監視通報系統 , 合約實驗室監視系統, 即時疫情監視及預警系統 , 肺炎及流感死亡即時監測系統,201403,(*528),27
Ans2,42. 法定傳染病分為五類，請問登革熱屬於哪一類？ (*529), 第一類 , 第二類 , 第四類 , 第五類,201403,(*529),27
Ans2,28. 所謂及時疫情監測及預警系統(RODS)，以下敘述何者不正確？ (*528), 為 Real-time Outbreak Disease Surveillance system 的縮寫, 將收集到的資料自動傳送到衛福部國民健康署分析, 每日自動收集醫院急診室求診病人的主訴、ICD-9-CM 診斷碼、體溫、年齡別和醫院別等資料, 監測症狀包括類流感、腸病毒、紅眼症、胃腸道及急性腹瀉為主,201411,(*528),27
Ans3,29. 當門診醫生於看病時，診斷病人有類似伊波拉病毒感染症狀，依法規醫院必須於規定時限內通報下列何單位？ (*528), 衛福部國民健康署 , 衛福部食品藥物管理署, 衛福部疾病管制署 , 衛福部中央健康保險署,201411,(*528),27
Ans4,39.疾病監測也稱流行病學監測，是指透過持續的收集、分析、解釋、描述疾病相關資料，進而有效控制疾病。下列何者是疾病監測的目的? (*527),制定與評估防疫政策 ,偵測即時疫情 ,建立疾病自然史 ,以上皆是,201504,(*527),27
Ans2,40.病毒性感染症合約實驗室監視系統，是由哪一個衛生單位委託醫學中心及區域醫院，針對疑似腸病毒及類流感病例進行採檢送驗，以了解社區流行的病毒株，並評估疫情擴散與活躍程度? (*528),社會及家庭署 ,疾病管制署 ,食品藥物管理署 ,國民健康署,201504,(*528),27
Ans4,41.伊波拉病毒屬於法定傳染病的哪一類? (*529),第一類 ,第二類 ,第四類 ,第五類,201504,(*529),27
Ans4,36.疾病監測也稱流行病學監測，是指透過持續的收集、分析、解釋、描述疾病相關資料，進而有效控制疾病。下列何者是疾病監測的目的?(*527),制定與評估防疫政策 ,偵測即時疫情 ,建立疾病自然史 ,已上皆是,201511,(*527),27
Ans2,37.登革熱屬於那一類傳染病?(*529),第一類 ,第二類 ,第三類 ,第四類,201511,(*529),27
Ans3,44.外國學生到醫療院所就醫時，被醫師診斷是肺結核，依法規醫院必須通報哪個單位?(*528),外交部 ,內政部 ,疾病管制署 ,中央健保署,201603,(*528),27
Ans4,44. 疾病監測也稱流行病學監測，是指透過持續的收集、分析、解釋、描述疾病相關資料，進而有效控制疾病。下列何者是疾病監測的目的？(*527),制定與評估防疫政策 ,偵測即時疫情,建立疾病自然史 ,以上皆是,201610,(*527),27
Ans2,43. 下列何者不是我國疾病管制署目前的疾病監測資訊系統？(*528),學校傳染病監測通報系統,癌症篩檢與追蹤管理資訊整合系統,病毒性感染症合約實驗室監視系統,人口密集機構傳染病監視通報系統,201704,(*528),27
Ans1,44. H5N1 流感屬於那一類傳染病？(*529),第一類 ,第二類 ,第三類 ,第四類註：疾病管制署自 2014 年 7 月 1 日起將「H5N1 流感」併入「新型 A 型流感」且為「第五類法定傳染病」，故此題送分。,201704,(*529),27
Ans4,30. 疾病監測希望能夠達成的目的，不包括下列哪一項？(*527),偵測即時疫情 ,建立疾病自然史,防疫政策的制定與評估 ,防疫物資準備,201711,(*527),27
Ans4,37. 流感疫苗從今年十月一日開始施打，請問下列何者不符合補助資格(*527~531),50 歲以上 ,高風險慢性病或 BMI >= 30,孕婦 ,12 個月內嬰兒之父母,201711,(*527~531),27
Ans1,12. 下列何者不是我國疾病管制署目前的疾病監測資訊系統？(*527),高風險孕產婦健康管理系統 ,肺炎及流感死亡即時監測系統,病毒性感染症合約實驗室監視系統 ,學校傳染病監視通報系統,201804,(*527),27
Ans4,"13. 世界衛生組織(WHO)近日公布 2018 年可能爆發的全球傳染流行疾病，除了已知的病毒，還有下列哪一種神秘病毒，專家警告無法確切指出這種疾病是什麼，但其爆發條件已經成熟，該病毒有可能迅速傳播？(*527~531,時事題)",伊波拉病毒(Ebola) ,茲卡病毒(Zika),拉薩熱病毒(Lassa) ,X 疾病(Disease X),201804,"(*527~531,時事題)",27
Ans2,"44. 財團法人醫院評鑑暨醫療品質策進會簡稱醫策會，下列何者不是該組織相關的業務？(*525, 526)",臺灣臨床成效指標計畫(TCIP) ,臺灣醫療照護品質指標系列(THIS),新制醫院評鑑 ,國家醫療品質獎競賽,202011,"(*525, 526)",27
Ans4,15.電子病歷可應用在：(*28),提供照護病人的重要資訊 ,保險機構核付醫療費用的主要依據,司法裁判及醫事鑑定的主要證據 ,以上皆是,200811,(*28),28
Ans4,28.我國推動電子病歷，在相關法規上，下列敘述何者為非？(*28),已通過電子簽章法,醫療法 69 條允以電子文件方式製作,衛生署已訂定醫療機構電子病例製作及管理辦法草案,中央標準局已公告電子病例標準格式,200811,(*28),28
Ans4,48.目前推動國家電子病歷標準的目標為何?(*28),制定電子病歷內容基本格式規範 ,整合醫學詞彙標準,便捷電子病歷的推廣 ,以上皆是,200811,(*28),28
Ans4,13.下列那一項不是就醫記錄的 SOAP？ (*555),主觀 ,客觀 ,處置 ,價格,200909,(*555),28
Ans3,25.下列那一項是正確的描述? (*551),病歷電子化就相當於實施電子病歷,HCA是衛生局所推動之醫事人員認證機制,電子病歷之電子簽章應於病歷製作後二十四小時內完成之,電子簽章只能憑中央主管機關之醫事憑證為之,200909,(*551),28
Ans2,13.台灣「全民健保不能倒，電子病歷要做好」。但下列何者不是電子病歷的主要重點(*540),醫療照護的延續,醫療品質的控管,醫事訴訟的證據,醫療給付的依據,201003,(*540),28
Ans4,37.那一項不是電子病歷的特性 (*539),複雜的文件,私人的文件,延續照護的可信賴資料來源,公開的文件。,201003,(*539),28
Ans4,44.EHR(電子健康記錄)的內容不涵蓋 (*558),醫護機構,社區,民眾個人,以上皆非,201003,(*558),28
Ans4,9.電子病歷是文件的一種，下列何者不是它的特性? (*539),提供持續照顧的可信賴資料來源,私密,複雜,目前有統一的格式,201010,(*539),28
Ans3,35.「醫療機構以電子文件方式製作及儲存之病歷，得免以書面方式製作…」，係出於? (*546),電子簽章法 ,醫師法 ,醫療法 ,醫事法,201010,(*546),28
Ans2,36.就法而言，醫院實施電子病歷生效日期為? (*549-552),醫院公開宣告實施電子病歷日期,醫院向衛生主管機關行文備查實施日期,衛生主管機關准予核備日期,經衛生主管機關或授權之機構檢查通過日期,201010,(*549-552),28
Ans1,37.依民國 98 年 8 月 11 日公告之「醫療機構電子病歷製作及管理辦法」，下列敘述何者正確? (*549~552),電子簽章，應於病歷製作後二十四小時內完成之,電子病歷之簽章，應憑中央主管機關核發之憑證為之,電子病歷須經中央主管機關加註時戳,醫院評鑑或全民健康保險之主管、主辦機關不須特殊理由，可要求醫院交付書面病歷,201010,(*549~552),28
Ans4,9.下列那項法律與電子病歷較無關係？(*546-551),電子簽章法 ,醫師法 ,醫療法 ,醫事法,201103,(*546-551),28
Ans2,10.就法而言，醫院實施電子病歷生效日期為? (*549~552),醫院公開宣告實施電子病歷日期 ,醫院向行文備查實施日期,衛生主管機關准予核備日期 ,經衛生主管機關或授權之機構檢查通過日期,201103,(*549~552),28
Ans2,11.行政院衛生署推動病歷中文化，最主要的目的是基於? (*549),提升病歷品質 ,維護病人知的權利,讓病歷公開化 ,使病歷易於交換互通,201103,(*549),28
Ans3,12.依衛生署公告各類病歷交換欄位與格式之標準規範，醫院未來製作交換之病歷格式為? (*546),WORD ,PDF ,XML ,開放，無特定,201103,(*546),28
Ans3,"9. 有關電子病歷，下列敘述何者為非： (*37,546-552)", 美國病歷學會將其發展區分為五個階段 , 簽章方式未強制規定必須要使用醫事人員卡簽章, 無法取代紙本病歷, 法源依據為醫療法第 69 條,201109,"(*37,546-552)",28
Ans4,14. 下列何者是電子病歷的目標: (*540), 醫療照護的延續 , 醫療給付的依據 , 醫療效率的促進 , 以上皆是,201109,(*540),28
Ans3,15. 醫療法規定醫囑應於病歷載明或以書面為之。但情況急迫時，得先以口頭方式為之，並於多久內完成書面記錄: (*549), 6 小時 , 12 小時 , 24 小時 , 48 小時,201109,(*549),28
Ans3,16. 醫療法規定醫療機構之病歷，應指定適當場所及人員保管，並至少保存七年。但未成年者之病歷，至少應保存至其成年後幾年: (*549), 三年 , 五年 , 七年 , 九年,201109,(*549),28
Ans2,17. 就醫記錄除了以病患基本資料、就診日期、科別、診別等資料外，一般皆採用何種方式來記錄: (*555), OPSA（客觀、處置、主觀及評估） , SOAP（主觀、客觀、評估及處置）, ASPO（評估、主觀、處置及客觀） , PASO（處置、評估、主觀及客觀）,201109,(*555),28
Ans4,20. 衛生署制定的電子病歷基本格式，是遵循 HL7/CDA 的標準，請問 CDA 是指： (*552), Control Disease Association , Communication Data Access, Computer Database Assistance , Clinical Document Architecture,201109,(*552),28
Ans3,13. 電子病歷是文件的一種，下列何者不是它的特性 (*539-540), 複雜 , 私密, 目前有統一的格式 , 提供持續照顧的可信賴資料來源,201203,(*539-540),28
Ans4,14. 下列法令何者與電子病歷無關? (*546), 電子簽章法 , 醫療法, 醫師法 , 資訊公開法,201203,(*546),28
Ans3,43.「醫療機構以電子文件方式製作及儲存之病歷，得免以書面方式製作」，係出於? (*546), 電子簽章法 , 醫師法 , 醫療法 , 醫事法,201203,(*546),28
Ans2,"45. 行政院衛生署推動病歷中文化，最主要的目的是基於? (*549,時事題)", 提升病歷品質 , 維護病人知的權利, 讓病歷公開化 , 使病歷易於交換互通,201203,"(*549,時事題)",28
Ans2,46. 就法而言，醫院實施電子病歷生效日期為? (*549~552), 醫院公開宣告實施電子病歷日期, 醫院向行文備查實施日期, 衛生主管機關准予核備日期, 經衛生主管機關或授權之機構檢查通過日期,201203,(*549~552),28
Ans4,28: 電子病歷是文件的一種，而就不同的觀點可將其歸類為三種不同特性的文件，下列何者並非三種特性之一 ? (*539),複雜的文件 ,私人的文件,延續照護的可信賴資料來源 ,可公開閱覽的文件,201303,(*539),28
Ans2,29: 下列何者非電子病歷的發展趨勢 ? (*544),一致化的國際醫療資訊標準格式 ,集中式的資料管理,多樣化的人機介面 ,任何時間、地點皆可存取的個性化系統,201303,(*544),28
Ans3,30: 下列那一項法令與實施電子病歷無關 ? (*546),電子簽章法 ,醫師法 ,專科護理師法 ,醫療法,201303,(*546),28
Ans4,17. 醫療機構電子病歷製作及管理辦法中，下列敘述何者正確? (**551-2),電子簽章應於電子病歷製作後 72 小時內完成之,電子簽章僅能使用醫事憑證，即使醫療機構有訂定其他符合電子簽章法規定之簽章方式，也不得使用,醫事憑證及其附卡之核發、換發及補發，中央主管機關不得委託民間團體辦理，也不得收取證照費,醫療機構實施電子病歷之後，醫院評鑑之主管、主辦機關非有特殊理由，不得要求交付書面病歷,201311,(*551-2),28
Ans4,36. 下列何者非電子病歷的優勢? (*542),電子病歷取得便利,電子病歷增加正確性及完整性,電子病歷呈現形式彈性及多樣化,電子病歷不具安全性,201311,(*542),28
Ans2,37. 下列何者為電子病歷的法源基礎? (*546),電子簽章法,醫療法第 69 條,醫師法第 12 條,醫療機構電子病歷製作及管理辦法,201311,(*546),28
Ans4,38. 行政院衛生署推動病歷中文化，最主要的目的是基於? (*549),讓病歷公開化,提升病歷品質,使病歷易於交換互通,維護病人知的權利,201311,(*549),28
Ans2,30. 下列哪一個不屬於電子病歷的特質？ (*536-537), 複雜的文件 , 公開的文件, 延續照護的可信賴資料來源 , 以上皆非,201411,(*536-537),28
